company,ticker,exchange,date,analyst_name,question,label
"Xenia Hotels & Resorts, Inc.",XHR,NYSE,2024-11-09,Tyler Batory,"So just thinking a little bit more about the portfolio opportunities to evolve the portfolio in the years ahead. From a strategic perspective, you got a little bit more liquidity here with the expanded credit facility. Just how are you thinking about the opportunity for potential acquisitions? I know a lot of moving pieces in the portfolio this year. You just did the asset sale in July, I guess. So how are you thinking about capital recycling and potential opportunities to look at acquisitions here?",
Bank7 Corp.,BSVN,NASDAQ,2024-07-11,Jordan Ghent,"Perfect. And then just one more, actually. So on the interest-bearing deposit costs, you guys had like a minimal amount increasing? And I know you guys talked about that some of the loan funding got pushed out to July and that you might have to go get some funding that's a little bit more expensive. But where do you guys see the interest-bearing deposit costs going from this quarter?",
"Evergy, Inc.",EVRG,NASDAQ,2024-11-07,Julien Dumoulin-Smith,"Got it. And just to clarify here, I mean, basically, as you roll forward and eventually include the CCCT, I mean, the plan basically or effectively accelerates here as best I read it. Obviously, you talked about the high end of the plan, but it seems like it even further accelerates if you roll a further period forward, if you will. Is that kind of the way to start to read this? Is the CapEx is just so long dated, whether it's the CC or the ITP?",
"Savers Value Village, Inc.",SVV,NYSE,2024-11-09,Michael Maher,"Hi Bob, it's Michael. Sure, happy to talk to economics. And then maybe I'll let Jubran just talk a little bit about more specifically the recent performance of our new store class. So as we've talked about before, and as I mentioned earlier, when we open a new store, typically in the first year, it does roughly half the volume that it will do when it reaches maturity, which we define as about year five. And so because of that, and we've got some fixed costs that we're not yet leveraging and our production, we're not fully up to a mature store level of productivity on production and sales yield on that, we typically see new stores lose money in the first year. But they grow quickly on the top line, and we're typically profitable by the second year. And so over the course of the life of the store, as we see that growth play out and the store quickly becomes cash flow-positive, we're generating very healthy returns. We're seeing returns typically around double or better our cost of capital. So, but the implications to our EBITDA and our EBITDA margins in the near term, I think is the gist of your question is it's a headwind. And especially as we're starting from the place we're in today where we really haven't had anywhere near the level of new store openings that we're now about to embark on – that we are embarking on here in 2024 and that we expect to accelerate into 2025, what that means is that we've got a significant number of new stores that are still in that year one point where they're not profitable. And we don't yet have a critical mass of stores that are in their second or third years generating better-than-average comps and quickly growing their bottom lines. So that's especially pronounced that impact on the back half here of 2024 as we're opening 18 of our 22 new stores this year in the back half. And then going into 2025, where we'll open up to 30 more new stores. But as those stores work their way up the maturity curve and enter their second years, that's going to start becoming a tailwind. And I'll use the 2023 class as a good example of that. We opened those in 2023. They're not yet comp stores by our definition, they will be next year. They're maturing exactly as we would like. In fact, we're very pleased with those, and Jubran can speak to that. But they're profitable. That group is profitable now both countries, all but one or two of the stores in that group individually are profitable. And so the class as a whole is profitable as well, and so that's the dynamic that we expect to play out on our future cohorts as well.",
Oklo Inc.,OKLO,NYSE,2024-11-14,Vikram Bagri,"Thank you. Very helpful. And then moving on to Atomic. I was wondering like how big this business could be? And I realize I’m jumping the gun here, but is there a per reactor formula linked to fuel recycling that we should think about longer term based on how Atomic grows with number of installations you have? And then in the near-term, is there an independent revenue stream that Atomic could participate in before the complementary fuel recycling growth with Oklo that you highlighted? And then on the same topic, if there is, when do you think we will see some partnerships or pipeline of orders being built on Atomic site? Thank you.",
RLJ Lodging Trust,RLJ,NYSE,2024-11-07,Jonathan Jenkins,"Okay. Very helpful. Then switching gears to the guidance, with the third quarter exceeding expectations and the fourth quarter, or full year guidance unchanged, that maybe implies a softer fourth quarter relative to your prior expectations. Can you help us think about what’s baked in there and how that’s changed?",
UiPath Inc.,PATH,NYSE,2024-12-05,Jake Roberge,"Hey, thanks for taking the questions. It sounds like execution has been improving recently. Can you just talk about the go-to-market changes that you've been able to make thus far? And then what do you feel is left within the go-to-market in order to get things back to kind of steady execution that we used to see?",
Seagate Technology Holdings plc,STX,NASDAQ,2024-12-04,Aaron Rakers,"Okay. So back on the supply side of the equation, maybe first, I'll just put this out there. Remind us again of the lead times of a nearline drive. I think people may be underappreciated how complex these drives actually are as far as production cycle. And basically, what I'm going to ask you is like, with 109 exabytes of capacity shift in this most recent quarter on, I believe, exabytes. You are getting back to peak level, I mean, so how are you -- remind us again how much you can supply today, and I think there's always this push and pull around bringing capacity on. Is that a good thing or a bad thing perception-wise, from an investor perspective. So how do you think about that supply-demand balance?",
Johnson & Johnson,JNJ,NYSE,2024-11-18,Rick Wise,"Makes sense. And just thinking, again, we're starting with high-level questions here. How should we think about your M&A strategy? Rockets. I heard you. That will stick with me for sure. That's easy. Even I can remember that. But I mean, again, all under this umbrella of interventional cardiology, and it's a big umbrella, as you've just said, is this, should we imagine larger or smaller? Now that you've got the big rockets, you -- a bunch of smaller ones or...",
Teva Pharmaceutical Industries Limited,TEVA,NYSE,2024-12-05,Umer Raffat,"Got it. Okay. Makes sense. And -- got it. So presumably, this could be a filing by no later than next summer. Is that a reasonable way to think about it?",
"DocuSign, Inc.",DOCU,NASDAQ,2024-12-05,Michael Berg,Hi. This is Michael Berg on for Michael Turrin. Thanks for taking our question. I just wanted to double click on the improvement in gross retention and what's driving that. Maybe we could get into the hood and explore what you are seeing or what you've done right to drive the improvements there? Is it more -- is it macro? Is it execution? Is it IAM? Just want to get some more color on that dynamic. Thanks.,
"Inotiv, Inc.",NOTV,NASDAQ,2024-12-03,Matt Hewitt,"Got it. That's helpful. Thank you. And then, I just want to maybe touch on the price. It's come up a couple of times. Obviously, you're seeing some price competition. Are you being forced to match to retain or even pick up some incremental share? Or are you able to kind of highlight your white glove treatment of customers and so you're not having to perfectly match? You can maybe have to come down a little bit, but you're still able to retain or pick up incremental share because of the treatment and your strong customer relationships?",
"FiscalNote Holdings, Inc.",NOTE,NYSE,2024-11-16,Ethan Widell,"Got it. That's helpful. Thank you. And then looking towards fiscal 2025, maybe what assumptions are underpinning your confidence and your return to growth next year?",
James Hardie Industries plc,JHX,NYSE,2024-11-15,Liam Schofield,"Thanks for taking my question. Aaron and Rachel, you just commented there on the improvements or prospects for improved consumer sentiment. As borrowing costs normalize with that sort of 30-year mortgage closer to 7% than it is 6%, how does that sort of normalize through time? And what's that relationship?",
Orion S.A.,OEC,NYSE,2024-11-08,John Roberts,"Thank you. In specialty Black, you mentioned regional mix effects. Could you elaborate on that? I think of the Rubber black being – business being regional, but specialties, I think, of being more global and more product mix effects?",
Carlyle Credit Income Fund,CCIF,NYSE,2024-11-21,Matthew Howlett,"Yes. I mean clearly, where the stock is today. But you can't force conversion of it if it's trading at a certain level to get people to convert.",
"NEXGEL, Inc.",NXGL,NASDAQ,2024-11-13,George Marema,"Yes. Yes. No, that's exactly what I was trying to get into is the contract manufacturing side. So can you - I'm going to push you a little harder. So in '25, just a contract manufacturing part, where can gross margins sort of go?",
DouYu International Holdings Limited,DOYU,NASDAQ,2024-11-22,Lei Zhang,"[Foreign Language] [Interpreted] Thanks, management, for taking my question. My question is mainly regarding your live streaming business. And how should we look at the future growth of your live streaming business and any strategic change here? Thank you.",
Tecnoglass Inc.,TGLS,NYSE,2024-11-07,Jean Ramirez,"And just thinking about your relationship with Saint Gobain and the possible discount and contribution to margins, can you provide a little more color into how that might show up in the P&L at least some preliminary expectations?",
United Parks & Resorts Inc.,PRKS,NYSE,2024-11-07,Steve Wieczynski,"So Marc, I know over the past couple of quarters, you guys have talked about 2024, you guys were expecting to be kind of a record revenue and EBITDA year. I'm guessing now that it's pretty clear that's probably off the table given the adverse weather you guys have experienced across a lot of your Florida parks. But I guess my question is, as we start to think more about 2025 based on what you're seeing today in terms of forward demand spend patterns, you talked about the realization of more cost savings. Is there any reason to believe that 2025 wouldn't get you back kind of well north of that previous EBITDA record in 2022? I mean assuming that weather is kind of normalized. And I'm not trying to get guidance out of you, but we're just looking for more reasons why that wouldn't potentially be the case next year?",
"Mitsubishi UFJ Financial Group, Inc.",MUFG,NYSE,2024-11-18,Ken Takamiya,I would like to know your assessment of capital based on these six points. The purpose of my question is to get a qualitative reference for your medium term financial outlook and capital measures.,
Wells Fargo & Company,WFC,NYSE,2024-11-09,Gerard Cassidy,"And one of the lines, obviously, on the consumer lending side, you’ve built up the credit card business, and you’ve kind of deemphasized the mortgage business. Maybe to start off with credit cards, can you explain to us how that journey has gone? And what should we think about in terms of profitability of the business as the portfolio matures?",
Fennec Pharmaceuticals Inc.,FENC,NASDAQ,2024-11-09,Raghuram Selvaraju,"Hi, thanks very much for taking my questions. Just three quick ones here. Jeff, I was wondering if you could comment on any changes in behavior of those purchasing departments that historically have relied on compounded versions of sodium thiosulfate and if you are seeing any kind of shift in their disposition towards PEDMARK, and what you expect to potentially accelerate that trend going forward into the future? Secondly, I don't know if you're in a position at this juncture to comment generally and qualitatively on what Fennec anticipates to be the key business development objectives and priorities going forward from a strategic standpoint. And then finally, I don't know whether either Jeff or Robert, you want to talk about the status of ongoing IP litigation at this time and when you expect a resolution on that front? Thank you.",
"Fortinet, Inc.",FTNT,NASDAQ,2024-11-19,Q - Matt Dezort,"It makes total sense. I guess on the margin side, you mentioned sales capacity. I guess, seems like the operating and free cash flow targets are prudent and may leave some room for incremental investments, which you guys talked a little bit about yesterday in terms of adding quota carrying reps but also building out your own infrastructure and data centers. I guess maybe talk about some of those investment factors and specifically like what sort of growth should we expect in quota carrying head count over the next year or two, especially as you roll out SASE and SecOps?",
Live Ventures Incorporated,LIVE,NASDAQ,2024-12-12,Joseph Kowalsky,"It's interesting you say that because I was just reading about Red Hill Farms, which is a goat farm in California and how they sold their company and how they -- what they look for and who they look for and they were saying exactly that, that is was a family-owned large farm and nationwide distribution of goat products. So it wasn't small, but they definitely were looking for exactly what you're talking about. So I think that, that is the precisely the right way to go about it. And I guess what I was wondering was, I did understand what you were saying when you had already someone in a particular industry that others would come to you. I didn't realize that people would come to you who are not in those same industries that they would just that you had the connections, I guess, to attract that type of a --",
"Amtech Systems, Inc.",ASYS,NASDAQ,2024-12-09,Craig Irwin,"First, I should say, congratulations on the really good execution, bringing down costs. Tightening everything up in this environment that we're all operating through. So great, great execution there. My question is this, and it's a little bit high level, but you're renaming your segments, right? And that speaks for a refreshed and renewed strategic focus. Can you maybe call out some of the applications or opportunities where you think Amtech can participate in sort of AI and data center growth and electricity demand growth over the next several years? What do you see as relatively fresh products that you have to offer into this market? And how do you expect this to take shape as far as visibility for the investment community?",
United Parks & Resorts Inc.,PRKS,NYSE,2024-11-07,Matthew Boss,"So Marc, maybe could you elaborate a little on the cadence of attendance trends that you saw in the quarter? I know maybe as best you can through weather. And if you could just walk through some of the drivers of the improvement that you cited for October, maybe between weather, macro, how much you think is company self-execution? And just putting that all together, maybe is there a best way to think about top line puts and takes for the fourth quarter?",
"BIO-key International, Inc.",BKYI,NASDAQ,2024-11-15,Unidentified Participant,Is there any recurring revenue on the British Columbia deal or is that also...,
"RCI Hospitality Holdings, Inc.",RICK,NASDAQ,2024-12-16,Unidentified Analyst,"Yes. So and those clubs that you're currently evaluating, are those still in the same areas that you currently operate in?",
Telefonaktiebolaget LM Ericsson (publ),ERIC,NASDAQ,2024-07-12,Sami Sarkamies,"Okay, thanks. And I would have a follow-up on IPR licensing guidance. I mean, if we do the math, you're basically already at SEK13 billion for the full year, if run rate amounts to SEK12 billion, as you earlier discussed. So, why have you chosen not to raise the IPR licensing guidance? You did mention that there is still a possibility for additional deals.",
"Kulicke and Soffa Industries, Inc.",KLIC,NASDAQ,2024-11-14,Dave Duley,Okay. And as far as -- will these be for mobile applications? Or do you think these are going to be for high-performance compute AI applications?,
"ChargePoint Holdings, Inc.",CHPT,NYSE,2024-12-04,Joseph Osha,"Okay. Thank you. And then, my other question is just looking at the cash OpEx burn, obviously, you all had a lot of luck bringing that down and continue to work on it. Can we -- do you pretty much have that where you want it at this point, the idea being that future improvement comes from top-line growth? Can we think about it that way?",
"Fortinet, Inc.",FTNT,NASDAQ,2024-11-07,Gabriela Borges,"I think it's also interesting to note, like you said, we started really focusing on SASE a year ago, like Ken said, we've been building the solution for some time, of course. A year ago, at the November '23 earnings call right around that we broke out those 2 other pillars, Sassy and SecOps, externally and also internally to focus on those pillars. And you've seen really nice growth when we focus on solutions like that over the past year. It's only been a year -- and I think it's a little analogous when you think about kind of Fortinet's ability to execute. If you look at SD-WAN which we started to really focus on in 2018 and then we've risen to be the leader in the Garden Magic Quadrant, it steadily grew over time. And so I think that those past results delivered around SD-WAN are illustrative of what can do when they focus on things. And we've really been focused on SASE and SecOps for that year. And so I think -- we had really good results over that -- over the course of that year in a very short period a lot more focus to come going forward.",
Symbotic Inc.,SYM,NASDAQ,2024-11-18,Damian Karas,"Okay. Understood. And then a follow-up question on Walmex. So beyond the two DCs that you spoke to, what's a good way to think about the potential timing of winning further opportunities with Walmex beyond those two sites and how that potentially plays out over time?",
"Applied Materials, Inc.",AMAT,NASDAQ,2024-12-03,Timothy Arcuri,"Great. And maybe just last question, Brice. When you sort of look at, you look at your stock and you look at how the questions you get from investors. What's -- is there one thing that you leave these meetings and you say people just are not getting this piece of our story? Is there something people are missing?",
"Mirum Pharmaceuticals, Inc.",MIRM,NASDAQ,2024-11-12,David Lebowitz,Thank you very much for taking my question. Can you compare the decisions to license the Travere assets with 3379? And what you were thinking in general about your strategy relative to business development going forward?,
"Tempus AI, Inc.",TEM,NASDAQ,2024-11-09,Michael Ryskin,"Great. Thanks for taking the question, guys. Appreciate the color on Ambry earlier, and congrats on that deal. It seems like the financials are pretty compelling. I want to expand a little bit on your existing relationship as you’ve touched on in the past, it’s – you’ve got a relationship with them there with your primary reference lab. I just want to get a sense of that $300 million in revenue generated – they generated in – what you expect to generate this year. How much is sort of going to be incremental, right? I mean what I’m trying to get at is how much of the current business is their relationship with you versus how much is external? Just how should we think about this impact of the model next year?",
"Sunstone Hotel Investors, Inc.",SHO,NYSE,2024-11-12,Floris van Dijkum,"Hey, thanks for taking my question. So one of the things, that you indicated that sort of caught my attention as well, Bryan, the ancillary revenue opportunity. I think you were referring to the San Antonio Riverwalk Hotel. But how much of an opportunity is this in your portfolio in particular, the billboards, potential retail. What do you have today in terms of ancillary revenues. And where do you think you could drive this going forward?",
"ADTRAN Holdings, Inc.",ADTN,NASDAQ,2024-11-08,Tom Stanton,"This year has been definitely more Tier-2, Tier-3, less Tier-1. Yes. I think you understand the reason.",
"Bassett Furniture Industries, Incorporated",BSET,NASDAQ,2024-07-11,Budd Bugatch,"Good morning, Rob. Good morning, Mike. And let me add my thanks for the call and the information and also for the filing of the Q this morning, which answered a lot of my questions in terms of some of the detail. And I want to also just comment, I've been doing this for a long time, and I don't remember seeing a time and it's not a pleasant time in the industry where you've seen a company address forthrightly its charges that it needed to take and its business and come up with a stronger balance sheet and at the same time raise a dividend. That's really remarkable and shows you tremendous confidence and commitment to your shareholders. So, thank you for that. And... Rob Spilman, Jr. Thank you, Budd.",
"The PNC Financial Services Group, Inc.",PNC,NYSE,2024-12-10,Richard Ramsden,"Okay, so let's talk about inorganic growth, M&A. I know you were very clear on the last call that you don't see a lot of value out there. Since you last spoke though, a lot has changed. They've gotten more expensive. But against that maybe the outlook's a bit brighter. So, how are you thinking about just acquisitions, M&A broadly. And maybe you can talk not just about bigger deals, but about smaller bolt on deals and asset acquisitions and how much of a pipeline there could be on those.",
"Plymouth Industrial REIT, Inc.",PLYM,NYSE,2024-11-07,Rich Anderson,"Hey. Thanks, good morning. Maybe just to put a finer point on Mitch's question around Cleveland. You mentioned abruptly laid off employees in the case of 2,100 and business not viable in the case of 1,350. Maybe I don't know what those businesses were and maybe I don't want to know, but I'm curious as to what the learning event is from this in terms of just sort of monitoring credit, monitoring industries that you're exposed to? And if there's anything that you take from this that you look throughout your portfolio and say, we've got to give something here or there a second look and make sure that we're protected. Any kind of comment around that topic?",
"Cardinal Health, Inc.",CAH,NYSE,2024-12-03,Elizabeth Anderson,That's great. I think it's good to attend. Thank you so much.,
Sezzle Inc.,SEZL,NASDAQ,2024-11-09,Charlie Youakim,"Thank you, operator. In closing, I’d like to thank the Sezzle team again. As I mentioned earlier, we continue to make tremendous strides in our business, and I know it’s because we have an incredibly talented team going in the right direction. And before I go, I wanted to add a quote from one of my favorite investing heroes, Benjamin Graham, ""People who invest make money for themselves; people who speculate make money for their brokers."" A big thank you to the investors out there and an apology to our investment banking partners for this quote suggestion that people and firms should speculate less. Thank you all, and have a great rest of your day.",
HEICO Corporation,HEI,NYSE,2024-12-18,Michael Ciarmoli,"Got it. No, that's helpful. And then just one other housekeeping one for Eric -- or sorry, for Victor. Victor, did you give the ETG organic growth rate for the quarter at the consolidated level?",
Westport Fuel Systems Inc.,WPRT,NASDAQ,2024-11-13,Unidentified Analyst,"Thanks so much for that. I’d like to sneak one last one in. As you guys look at the balance sheet, can you speak to what your medium-term working capital and operational cash needs are and how you sort of expect to meet those needs?",
Stellus Capital Investment Corporation,SCM,NYSE,2024-11-08,Christopher Nolan,"Absolutely. And then I guess final question, what's the spillover income?",
"Cryoport, Inc.",CYRX,NASDAQ,2024-11-09,David Larsen,"Hi can you please talk a bit about MVE and the products business, your dewars, sort of piece of dewars shipments, the large freezers, the smaller freezers, any color there would be very helpful. Thank you.",
"Editas Medicine, Inc.",EDIT,NASDAQ,2024-12-03,Liisa Bayko,"And can you just quickly, in a very basic way, distinguish these two sets of IP, one that's sort of clear for you to do deals on, the other that's still out?",
Compugen Ltd.,CGEN,NASDAQ,2024-11-12,Stephen Willey,"Yes, sorry about that. I think the operator dropped me out of the queue. So, just given you're going to be pursuing third-line and I'm not sure if Dr. Yeku is still on the line and can answer this, but what's your understanding of the proportion of patients who get to third-line are still platinum-sensitive and have exhausted prior Bev and or PARP within the maintenance setting?",
Intel Corporation,INTC,NASDAQ,2024-12-04,Tim Arcuri,"Seem like. So can you just give us a little bit, I mean, you were SVP of technology development at Micron prior to coming to Intel. Can you tell us what brought you to Intel? What opportunities you saw here and what are your impressions in the first few months?",
Quipt Home Medical Corp.,QIPT,NASDAQ,2024-12-17,Bill Sutherland,"So, that captures -- the $5 million would capture both of those impacts?",
Globant S.A.,GLOB,NYSE,2024-11-14,Leonardo Olmos,"Sorry. Now one additional comment with regards to going deeper or into industries, I think there has been so much change in the technological landscape that domain expertise becomes super important to be proactive with your offering to the client. We want to provoke our clients with every single technology that comes to play. So we're thinking about AI, we're thinking about spatial computing. We're thinking about digital twins. So instead of waiting for the industry maturity for getting the opportunities, we want to provoke, we want to explore before that. And that's why this is a natural evolution for us. We continue, of course, to be a deeply technical company, but this is a part of our sales channel strategy.",
Lucid Diagnostics Inc.,LUCD,NASDAQ,2024-11-13,Anthony Vendetti,"Great. Excellent. Thanks for the update. Appreciate it, Lishan.",
"Compass Minerals International, Inc.",CMP,NYSE,2024-12-17,Jeffery Cathey,"Yes, so I would say how the cash taxes play out will ultimately depend on kind of the mix. What I would say from the 2025 perspective is, you're right. Based on our base case guidance, we do anticipate delivering free cash flow this coming year. And then maybe I'll touch a little bit on the effective tax rate because it does look a little bit nonsensical, and I think you hit on it a little bit there. But to remind everyone, we have book losses on the U.S. side that are being offset by growing income in our foreign jurisdictions. And so, as that spread narrows and the aggregate book loss becomes closer and closer to zero, any increase in income tax from those foreign jurisdictions throws off a pretty nonsensical answer in the effective tax rate.",
Howmet Aerospace Inc.,HWM,NYSE,2024-11-13,Peter Arment,"More of the same and the story continues. Why don't we leave it there? I appreciate everyone joining us. John, thank you, as always. It's a pleasure.",
"NetApp, Inc.",NTAP,NASDAQ,2024-11-21,Aaron Rakers,"Yeah. Thanks for -- thanks for fitting me in. I guess, my question is going back to earlier point just to make clear and maybe push back a little bit is that. Last quarter, I think you talked about your first party and hyperscale marketplace, storage services, I think was grew north of 30%. I think in that context, you had alluded to that, that contribution was about two-thirds of that public cloud piece of business. So now you've got -- I want to make sure I'm understanding today, it sounds like is it -- did I hear it right, it's now about 80% of that public cloud business. And if so, why would -- why would mid-teens growth be right? Why wouldn't it accelerate much higher as we start to see, lack of growth in the declining business really become significantly smaller? I'm just trying to understand if that's maybe conservatism or if there's something else there?",
TransDigm Group Incorporated,TDG,NYSE,2024-11-07,Peter Arment,"Yes. Thanks. Good morning, everyone. Just maybe a quick one on CapEx. It seems like the guide implies that, that's going to be closer to 3% of sales. And maybe if you could just highlight some of the investments you're making because I think historically, you've been closer to 2%. Just curious if there's any dynamics going on there?",
Valvoline Inc.,VVV,NYSE,2024-11-19,David Bellinger,"Got it. Appreciate all those details. And then my second question, if we back out the refranchising piece for 2025, that implies adjusted EBITDA is growing at a lesser pace than total revenues. It looks like adjusted EBITDA is up about 10% at the midpoint, revenues up about 12%. So could you just help us unpack that? And then in what areas of the business are you expecting some type of margin compression? I think you mentioned tech modernization and talent. So maybe just give us more details on those could be helpful. Thank you.",
"Royal Gold, Inc.",RGLD,NASDAQ,2024-11-07,Cosmos Chiu,"Maybe my question is on the SK 1300 standard. Bill, I know you kind of talked about it, but could you maybe give me a bit more clarity, so it sounds like even though some of these reserve resources are under 43-101, they don't meet the standard of SK 1300 given that you're an SEC registered -- and it never sounds great when you have an amendment to your SEC filings. I'm just wondering like how extensive is this filing that you need to do?",
"Guidewire Software, Inc.",GWRE,NYSE,2024-12-05,Dylan Becker,"No, it does appreciate it, and it was great to see the enthusiasm at the event. Maybe Jeff, as a segue to you off of that. You called out the acceleration in subscription and support revenues as a function of some of these larger Tier 1 deals, obviously, 70% gross margin there, tracking well ahead, and how this kind of gives confidence and obviously, the kind of financial implications of this long-term normalization and some of your longer-term targets there?",
"Smith Micro Software, Inc.",SMSI,NASDAQ,2024-11-13,Scott Searle,"And just to clarify that in terms of the new break even, Jim, it sounds like we're in the ballpark around $7 million or so is kind of the break-even level?",
"ADTRAN Holdings, Inc.",ADTN,NASDAQ,2024-11-08,George Notter,"Nice to see the improved results and free cash flow generation. I guess I'd like to start just by kind of getting an update on where the excess inventory situation is right now. I know that the optical business, I think, was the area that's most recently been struggling with excess customer inventory, but can you give us an update on kind of where that is and when you think that inventory will be gone and when you expect the business to improve?",
"SoundHound AI, Inc.",SOUN,NASDAQ,2024-11-12,Leo Carpio,"Okay. And then speaking of partnerships, any plans collaborating with the large AI LLM companies like Anthropic, OpenAI or are there existing relationships with them?",
"Kratos Defense & Security Solutions, Inc.",KTOS,NASDAQ,2024-11-08,Peter Arment,"Eric, it's first time I think I've ever heard you talk about a foreign source selection when you're talking about for your tactical drones, is this like a firm commitment from the customer or do you know the potential quantity? You know any more color on that? That would be helpful?",
Snowflake Inc.,SNOW,NYSE,2024-12-03,Karl Keirstead,"Okay, so it sounds like it's the bulk of it's behind you, which is great. Let's talk a little bit about more Snowflake specific drivers. One of the things that struck me is, since you arrived, Sridhar, you've made a point to remind investors that one of your key tasks has been to sort of reignite that innovation inside Snowflake. To reignite that product roadmap and take Snowflake well beyond a terrific cloud optimized data warehouse and be a broader data platform. It felt to me that one of the key takes that investors had in this last quarter was that it felt like this was finally like clicking where you went out of your way to make the point that these quote new data engineering workloads were already $200 million in annualized revenues. So I'd love to talk to you a little bit or let you talk to us about why that's beginning to inflect now? Was it just a matter of time? How would you characterize that new workload expansion that seemed to help you a lot in the October quarter?",
Wix.com Ltd.,WIX,NASDAQ,2024-11-20,Andrew Boone,Thanks so much for taking my questions. Marketing stepped up a little bit sequentially in terms of this last quarter. Can you guys talk about the marketing efficiencies that you guys think you can sustain in terms of 4Q and into '25? And then you talked about adoption of new verticals in commerce products earlier as we think about transaction revenue. Can you unpack the success that you're seeing with commerce products over the last quarter? Thanks so much.,
"Dropbox, Inc.",DBX,NASDAQ,2024-12-03,Timothy Regan,"Sure. Very early days. So again, we're sorting this out. This will be in negotiation given that we're starting with this managed sales motion. So it would be a conversation with customers. So very early innings. We're getting some good early signals on it. We're clearly aware of how other companies have priced there AI product. So that gives us a bit of an anchor point to use in these conversations. As you alluded to this will be accretive to ARPU. We're confident in that. As far as the potential to drive basis points across our full user base. It's going to take a while, again, with $2.5 billion to move that needle. So we'll be monitoring this. These are sort of some of the things that we'll be learning over the next months and quarters is the sales cycle times, the price points that we get. And so we'll be factoring this into our guide in our commentary as we give these proof points to the street on how things are going. As far as what we factored into '24 and '25. Not much factored into '24, and we're trying to be prudent about what we factor into '25. So factor in some degree of uplift but nominal relative to our total base. .",
DraftKings Inc.,DKNG,NASDAQ,2024-12-02,Ryan Sigdahl,"Media? So, a bigger focus kind of these integrated media strategies. You guys acquired a few companies and started to push more towards that. But how do you think about media, and the importance for online sports betting for a strategy and for a brand today maybe versus what you thought a couple years ago and where you want to go with that?",
Maplebear Inc.,CART,NASDAQ,2024-11-12,Brian Nowak,"Great. Thanks for taking my questions. I have two. Fidji, the first one is on overall shopper growth. I mean, you’ve talked a lot about sort of going after the long runway and grocery, et cetera. Yeah, I think the $600,000 shopper number seems roughly flat quarter-over-quarter. Just, can you just talk to us about what you’re seeing on shopper growth and sort of what are the keys to driving durably faster shopper growth into next year? Then the second one on the advertising business, I know there’s sort of a lot of moving pieces going on with the large brands and the emerging brands, et cetera. But as you sort of look into 2025, what are the one or two key advertising innovations that you think could start advertising growing faster than GTV again? Thanks.",
"Mission Produce, Inc.",AVO,NASDAQ,2024-12-19,Gerry Sweeney,"Just to follow-up on Ben's question and then the answer. But it seems like consumers have maybe for lack of a better phrase, busted through the price barrier and seem more consistent at higher prices than maybe a couple of years ago. Is that fair to say, especially with this past year's results?",
"PagerDuty, Inc.",PD,NYSE,2024-11-27,Nick Altmann,"Great. Thanks for taking the question. Jenn, you've kind of talked in the past about how you guys are focused on controlling what you can control. The margins have obviously improved a lot. And you guys have also kind of talked about, regardless of the macro environment, ARR reacceleration is still on your site. And so, my question kind of builds off of Koji's, but when you think about the growth versus margin trade-off, what would kind of cause you, or what are the kind of signals that you could potentially see that would make you guys sort of reinvest in product or go to market to maybe drive a sharper degree of reacceleration?",
"Suburban Propane Partners, L.P. Common Units",SPH,NYSE,2024-11-14,Gabriel Moreen,Appreciate that. Maybe if I can also ask about expectations for kind of cost inflation at the underlying propane business and how things are trending. It seems like you really got a handle on cost this past year. I’m just wondering if you think there’s more to go and then how the outlook is there?,
"Clearside Biomedical, Inc.",CLSD,NASDAQ,2024-11-12,Annabel Samimy,"Okay. Got it. And then some questions regarding dosing of CLS-AX at the second aflibercept dose rather than the third. Were there any, I guess, concerns or ability to tease out, or inability to tease out the effect of aflibercept rather than that of CLS-AX at 12 weeks? And do you have any details on who might have been rescued rather than retreated in a less than 12-week time frame?",
"Cogent Communications Holdings, Inc.",CCOI,NASDAQ,2024-11-07,Tad Weed,"I can take the constant currency. So the impact year-over-year was negligible. It was only 200,000 on total revenue.",
"i3 Verticals, Inc.",IIIV,NASDAQ,2024-11-19,Shefali Tamaskar,"Hi, thank you for taking my question. This is Shefali Tamaskar on for James. Wanted to touch on the macro a bit. Just how you're thinking about it in '25, the general health that you're getting from customers? I know you touched upon what's going on in Healthcare. And just anything to note in certain verticals in the public sector that kind of informs your outlook?",
Magic Software Enterprises Ltd.,MGIC,NASDAQ,2024-11-18,Tavy Rosner,"Understood. So it's broadly speaking, right? It's not a specific segment or anything. It's just in general, that's the sense that you're getting from your client base.",
SAP SE,SAP,NYSE,2024-12-03,Michael Briest,"And I mean, you've mentioned the transactional business and the headwinds there. Is there anything you're looking for which might be a lead indicator of more positive times ahead? And what would you look to in the business besides maybe transactions that indication we're getting through the worst of it?",
"Petco Health and Wellness Company, Inc.",WOOF,NASDAQ,2024-12-05,Kaumil Gajrawala,"Thank you. I guess the first question, you've made a lot of progress on the cost side. What would be a target same-store sales figure where you can start levering off this newer cost base.",
CSX Corporation,CSX,NASDAQ,2024-11-13,Q -Garrett Holland,And I know that the team is best the importance of culture and the cultural change that's gone on over the past few years. Can you give us some anecdotes or how would you describe the importance of that as you both see it?,
